Ticker,Company Name,HQ City,HQ State/Province,HQ Country,ESG Risk Score,ESG Risk Score Level,ESG Risk Score Percentile,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Level Risk Text,2019 Performance,Market Cap,Exchange,CEO,Logo Image URL,Website URL,Industry,Sector,Company Description,Latitude,Longitude,address
AR,Antero Resources Corporation,Denver,Colorado,United states of america,55,Severe,97th percentile,28.2,16.4,10.2,Moderate,-69.6485623,5.21E+08,New York Stock Exchange,Paul M. Rady,https://financialmodelingprep.com/images-New-jpg/AR.jpg,http://www.anteroresources.com,Oil & Gas - E&P,Energy,"Antero Resources Corp, based in the United States, is a part of the oil & gas industry. While most of its sales accounted to natural gas, it also sold oil on a minor scale.",39.7392358,-104.990251,"Denver,Colorado,United states of america"
RRC,Range Resources Corporation,Fort worth,Texas,United states of america,46,Severe,91st percentile,23.9,12.4,9.7,Moderate,-49.32079415,7.57E+08,New York Stock Exchange,Jeffrey L. Ventura,https://financialmodelingprep.com/images-New-jpg/RRC.jpg,http://www.rangeresources.com,Oil & Gas - E&P,Energy,Range Resources Corp is an independent natural gas exploration and production company. All the business activities are functioned in the areas of Pennsylvania and North Louisiana.,32.7554883,-97.3307658,"Fort worth,Texas,United states of america"
ECA,Encana Corporation,Denver,Colorado,United states of america,35,High,70th percentile,18.3,8.7,7.9,Moderate,-18.85813149,9.79E+08,New York Stock Exchange,Douglas Suttles,https://financialmodelingprep.com/images-New-jpg/ECA.jpg,http://www.encana.com,Oil & Gas - E&P,Energy,"Encana Corp is an independent oil and gas producer in North America. It is engaged in developing diverse resource plays producing natural gas, oil and Natural Gas Liquids (NGL). The company is also engaged in marketing of natural gas, oil and NGLs.",39.7392358,-104.990251,"Denver,Colorado,United states of america"
CHK,Chesapeake Energy Corporation,Oklahoma city,Oklahoma,United states of america,44,Severe,87th percentile,22.8,11,9.8,Moderate,-60.47619048,1.03E+09,New York Stock Exchange,Robert D. Lawler,https://financialmodelingprep.com/images-New-jpg/CHK.jpg,http://www.chk.com,Oil & Gas - E&P,Energy,"Chesapeake Energy Corp is a natural gas and oil exploration, development, acquisition and production company. It also owns an oil and natural gas marketing business. Its portfolio includes unconventional oil and natural gas assets in U.S. onshore plays.",35.4675602,-97.5164276,"Oklahoma city,Oklahoma,United states of america"
TRQ,Turquoise Hill Resources Ltd.,Vancouver,British columbia,Canada,41,Severe,82nd percentile,17.4,12.5,10.8,Moderate,-55.15151515,1.27E+09,New York Stock Exchange,Jeffery D. Tygesen,https://financialmodelingprep.com/images-New-jpg/TRQ.jpg,http://www.turquoisehill.com,Metals & Mining,Basic Materials,"Turquoise Hill Resources Ltd is a mining company engaged in the operation and further development of the Oyu Tolgoi copper-gold mine in southern Mongolia, which is the Company's principal and only material mineral resource property.",49.2827291,-123.1207375,"Vancouver,British columbia,Canada"
EQT,EQT Corporation,Pittsburgh,Pennsylvania,United states of america,38,High,76th percentile,21.6,8.4,7.6,Moderate,-42.29751191,1.58E+09,New York Stock Exchange,Steven T. Schlotterbeck,https://financialmodelingprep.com/images-New-jpg/EQT.jpg,http://www.eqt.com,Oil & Gas - E&P,Energy,"EQT Corp is a natural gas exploration and production company. It produces natural gas from the proved natural gas, natural gas liquid and crude oil reserves; and also provides gathering, transmission and storage services for the company's produced gas.",40.4406248,-79.9958864,"Pittsburgh,Pennsylvania,United states of america"
X,United States Steel Corporation,Pittsburgh,Pennsylvania,United states of america,46,Severe,91st percentile,21.6,16.6,8.1,Significant,-37.44517544,1.60E+09,New York Stock Exchange,David B. Burritt,https://financialmodelingprep.com/images-New-jpg/X.jpg,http://www.ussteel.com,Steel,Basic Materials,"United States Steel Corp is an integrated steel producer. Its products include flat-rolled and tubular products with production operations in North America and Europe. Its products cater to automotive, construction and energy companies.",40.4406248,-79.9958864,"Pittsburgh,Pennsylvania,United states of america"
SPB,Spectrum Brands Holdings Inc.,Middleton,Wisconsin,United states of america,47,Medium,65th percentile,43.9,48,51,Moderate,54.33469799,2163205000,New York Stock Exchange,Not Available,https://financialmodelingprep.com/images-New-jpg/SPB.jpg,http://www.spectrumbrands.com,Consumer Packaged Goods,Consumer Defensive,"Spectrum Brands Holdings Inc is a diversified consumer products company. The Company is engaged in manufacturing and marketing alkaline, zinc carbon and hearing aid batteries, herbicides, insecticides and repellents and specialty pet supplies.",43.0972174,-89.5042876,"Middleton,Wisconsin,United states of america"
VII.TO,Seven Generations Energy Ltd.,Calgary,Alberta,Canada,39,Severe,79th percentile,19,11,8,,-23.96768402,2.28E+09,Toronto,Not Available,https://financialmodelingprep.com/images-New-jpg/VII.TO.jpg,http://www.7genergy.com,Oil & Gas E&P,Energy,"Seven Generations Energy Ltd., together with its subsidiary, engages in development of natural gas properties in Canada. The company holds interests in the Kakwa River project, a natural gas property covering approximately 537,000 net acres located in the Kakwa area of northwest Alberta; and in the approximately 506,000 acres in Montney. Seven Generations Energy Ltd. was founded in 2001 and is headquartered in Calgary, Canada.",51.0447331,-114.0718831,"Calgary,Alberta,Canada"
ARX.TO,ARC Resources Ltd.,Calgary,Alberta,Canada,33,Severe,64th percentile,16,9,8,,0.987654321,2.49E+09,Toronto,Not Available,https://financialmodelingprep.com/images-New-jpg/ARX.TO.jpg,http://www.arcresources.com,Oil & Gas E&P,Energy,"ARC Resources Ltd., together with its subsidiaries, acquires, develops, and holds interest in petroleum and natural gas properties and assets in Canada. The company holds interests in the Montney properties located in northeast British Columbia and northern Alberta; and Cardium properties in the Pembina area of Alberta. ARC Resources Ltd. was founded in 1996 and is headquartered in Calgary, Canada.",51.0447331,-114.0718831,"Calgary,Alberta,Canada"
FLR,Fluor Corporation,Irving,Texas,United states of america,28,Medium,46th percentile,6.8,14.1,6.9,Significant,-41.36645963,2.61E+09,New York Stock Exchange,David T. Seaton,https://financialmodelingprep.com/images-New-jpg/FLR.jpg,http://www.fluor.com,Engineering & Construction,Industrials,"Fluor Corp is an engineering company that provides procurement, construction and maintenance as well as project management services to a range of customers including oil and gas, manufacturing, and mining companies, along with the U.S. federal government.",32.8140177,-96.9488945,"Irving,Texas,United states of america"
AA,Alcoa Corporation,Pittsburgh,Pennsylvania,United states of america,31,High,58th percentile,15,9.2,6.9,Significant,-19.0744921,2.65E+09,New York Stock Exchange,Roy Christopher Harvey,https://financialmodelingprep.com/images-New-jpg/AA.jpg,http://www.alcoa.com,Metals & Mining,Basic Materials,Alcoa Corp is an integrated aluminum company. The company engages in aluminum production from bauxite mining to manufactures finished aluminum goods. It serves finished aluminum goods to a wide-variety of industrial end markets.,40.4406248,-79.9958864,"Pittsburgh,Pennsylvania,United states of america"
ALKS,Alkermes plc,Dublin,Dublin,Ireland; republic of,30,Severe,56th percentile,0,22,9,Low,-30.87089122,2.75E+09,Nasdaq Global Select,Richard F. Pops,https://financialmodelingprep.com/images-New-jpg/ALKS.jpg,http://www.alkermes.com,Biotechnology,Healthcare,"Alkermes PLC is a fully integrated, biopharmaceutical company. It applies its scientific expertise and proprietary technologies to research, develop and commercialize pharmaceutical products to address unmet medical needs of patients.",53.3498053,-6.2603097,"Dublin,Dublin,Ireland; republic of"
KAR,KAR Auction Services Inc,Carmel,Indiana,United states of america,23,Medium,30th percentile,5.6,12.4,5.2,,20.65337763,2.79E+09,New York Stock Exchange,James P. Hallett,https://financialmodelingprep.com/images-New-jpg/KAR.jpg,http://www.karauctionservices.com,Retail - Apparel & Specialty,Consumer Cyclical,"KAR Auction Services Inc is a used car dealer with operations in US and Canada. The firm offers a total package for wholesale-used car transactions. Its services include financing, repossessions, repairs, transportation, warranty, and inventory services.",39.978371,-86.1180435,"Carmel,Indiana,United states of america"
IGT,International Game Technology,London,0,United kingdom,19,Low,18th percentile,1.5,9.4,8.5,Low,2.323991798,2.80E+09,New York Stock Exchange,Marco Sala,https://financialmodelingprep.com/images-New-jpg/IGT.jpg,http://www.igt.com,Travel & Leisure,Consumer Cyclical,"International Game Technology PLC is a gaming technology company. Gaming services offered are lottery management services, online and instants lotteries, electronic gaming machines, sports betting, interactive gaming, and commercial services.",33.791638,-84.389488,Not Available
RIG,Transocean Ltd (Switzerland),Steinhausen,Zug,Switzerland,31,High,57th percentile,10.6,10.6,9.6,Significant,-0.864553314,2.90E+09,New York Stock Exchange,Jeremy D. Thigpen,https://financialmodelingprep.com/images-New-jpg/RIG.jpg,http://www.deepwater.com,Oil & Gas - Drilling,Energy,"Transocean Ltd is an international provider of offshore contract drilling services for oil and gas wells. Its business activities include contracting drilling rigs, related equipment and work crews to drill oil and gas wells.",47.197193,8.4850173,"Steinhausen,Zug,Switzerland"
GT,The Goodyear Tire & Rubber Company,Akron,Ohio,United states of america,18,Low,15th percentile,5,5.4,8.1,Significant,-23.76286134,3.15E+09,Nasdaq Global Select,Richard J. Kramer,https://financialmodelingprep.com/images-New-jpg/GT.jpg,http://www.goodyear.com,Autos,Consumer Cyclical,"Goodyear Tire & Rubber Co is engaged in manufacturing of tires for various applications. The company's products are used in automobiles, trucks, buses, and others. It also manufactures and markets rubber-related chemicals for various applications.",41.0814447,-81.5190053,"Akron,Ohio,United states of america"
SIX,Six Flags Entertainment Corporation,Grand prairie,Texas,United states of america,30,Medium,54th percentile,13.9,11.4,4.6,Moderate,-18.91065972,3.20E+09,New York Stock Exchange,James W.P. Reid-Anderson,https://financialmodelingprep.com/images-New-jpg/SIX.jpg,https://www.sixflags.com,Travel & Leisure,Consumer Cyclical,"Six Flags Entertainment Corp is the owner and operator of regional theme and water parks in the United States, Mexico and Canada. It offers thrill rides, water attractions, themed areas, concerts and shows, restaurants, game venues and retail outlets.",32.7459645,-96.9977846,"Grand prairie,Texas,United states of america"
MAC,Macerich Company (The),Santa monica,California,United states of america,15,Low,6th percentile,2.6,6.8,5.3,Moderate,-37.80036969,3.24E+09,New York Stock Exchange,Arthur M. Coppola,https://financialmodelingprep.com/images-New-jpg/MAC.jpg,http://www.macerich.com,REITs,Real Estate,"Macerich Co is a real estate investment trust. Its business includes ownership, development, redevelopment, management and leasing of regional and community shopping centers.",34.0194543,-118.4911912,"Santa monica,California,United states of america"
